APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Search_Type
2007.0,2007R03CA125781,103924.0,Target_Only
2016.0,2016R03ES023972,196249.0,Target_Only
1999.0,1999R03HD035544,0.0,Target_Only
2002.0,2002R03HD039707,121923.0,Target_Only
2002.0,2002R03HD040637,148067.0,Target_Only
2006.0,2006R03HD048797,114765.0,Target_Only
2008.0,2008R03HD054920,94366.0,Target_Only
2016.0,2016R03HD082558,83706.0,Target_Only
2017.0,2017UG1CA189854,1463283.0,Drug
2017.0,2017UG1CA189821,4216298.0,Drug
2017.0,2017UG1CA189808,1926557.0,Drug
2017.0,2017UG1CA189858,3116903.0,Drug
2017.0,2017UG1CA189829,922547.0,Drug
2017.0,2017UG1CA189872,741706.0,Drug
2017.0,2017UG1CA189804,1194575.0,Drug
2018.0,2018UG1CA189974,4973785.0,Target_Only
2017.0,2017U01CA185148,327495.0,Drug
2012.0,2012U01EB012493,2813556.0,Drug
2007.0,2007U01DK062418,6272928.0,Target_Only
2009.0,2009U01DK062370,1780291.0,Target_Only
2013.0,2013U01CA062491,701394.0,Target_Only
2000.0,2000U01CA063464,2004577.0,Target_Only
1999.0,1999U01CA063464,0.0,Target_Only
2007.0,2007U01CA069398,1040119.0,Target_Only
2004.0,2004U01CA066572,739404.0,Target_Only
2007.0,2007U01CA098233,1953422.0,Target_Only
2007.0,2007U01CA098758,1344341.0,Target_Only
2008.0,2008U01CA122171,1591648.0,Target_Only
2016.0,2016U01CA137088,2573283.0,Target_Only
2015.0,2015U01CA164930,3314146.0,Target_Only
2013.0,2013U01GM074492,2208535.0,Target_Only
2005.0,2005U01HD043425,830689.0,Target_Only
2014.0,2014U01HD066432,427704.0,Target_Only
2014.0,2014U01HD066435,312455.0,Target_Only
2010.0,2010U01NS049462,964524.0,Target_Only
2013.0,2013U01NS069208,1397193.0,Target_Only
2009.0,2009U01HG004402,731573.0,Target_Only
2011.0,2011U01HG004446,336453.0,Target_Only
2011.0,2011U01HG004803,2214899.0,Target_Only
2013.0,2013U01HG006830,1337365.0,Target_Only
2017.0,2017R50CA211241,189037.0,Drug
2017.0,2017R50CA211242,120627.0,Target_Only
2017.0,2017R21CA194798,211582.0,Drug
2013.0,2013R21AR063242,185172.0,Target_Only
2004.0,2004R21DK059942,275658.0,Target_Only
2016.0,2016R21DK103183,212066.0,Target_Only
2006.0,2006R21CA117991,241860.0,Target_Only
2014.0,2014R21CA179970,182771.0,Target_Only
2015.0,2015R21CA179282,179418.0,Target_Only
2017.0,2017R21CA205108,272563.0,Target_Only
2004.0,2004R21ES011754,300396.0,Target_Only
2007.0,2007R21ES014053,259031.0,Target_Only
2008.0,2008R21ES015879,244948.0,Target_Only
2008.0,2008R21GM075838,477636.0,Target_Only
2006.0,2006R21HD047885,275552.0,Target_Only
2009.0,2009R21HD058059,246152.0,Target_Only
2012.0,2012R21HD070611,228787.0,Target_Only
2012.0,2012R21HL105383,228769.0,Target_Only
2008.0,2008R21AA015973,207226.0,Target_Only
2019.0,2019U24CA204863,724482.0,Drug
2016.0,2016U24DK097153,1483482.0,Target_Only
2020.0,2020P20CA233255,998938.0,Drug
2010.0,2010P20RR016477,4691486.0,Drug
2009.0,2009P20RR020180,671641.0,Drug
2008.0,2008P20RR011792,2805961.0,Target_Only
2008.0,2008P20RR015592,2720286.0,Target_Only
2008.0,2008P20RR016475,4548640.0,Target_Only
2004.0,2004P20RR016475,6472195.0,Target_Only
2011.0,2011P20RR017708,2499253.0,Target_Only
2011.0,2011P20RR020173,2328031.0,Target_Only
2008.0,2008P20RR020173,2322471.0,Target_Only
2011.0,2011P20RR024206,2587040.0,Target_Only
2009.0,2009P20CA132385,189852.0,Target_Only
2011.0,2011P20ES018163,368385.0,Target_Only
2014.0,2014P20GM103638,2429573.0,Target_Only
2012.0,2012P20GM103420,2385372.0,Target_Only
2015.0,2015P20GM103457,2449902.0,Target_Only
2012.0,2012P20GM103457,2487781.0,Target_Only
2015.0,2015P20GM103466,2359770.0,Target_Only
2014.0,2014U19GM061388,3534433.0,Drug
2011.0,2011U19DK062434,3413537.0,Target_Only
2014.0,2014U19CA148107,411500.0,Target_Only
2014.0,2014U19ES019544,1289516.0,Target_Only
2020.0,2020U54GM104942,8311775.0,Drug
2019.0,2019U54GM104942,3858867.0,Drug
2013.0,2013U54HD028934,1592985.0,Drug
2006.0,2006U54RR019484,1584475.0,Target_Only
2008.0,2008U54RR020278,3195027.0,Target_Only
2017.0,2017U54CA118948,1228353.0,Target_Only
2014.0,2014U54CA143970,178202.0,Target_Only
2007.0,2007U54GM069338,10483531.0,Target_Only
2012.0,2012U54HD007495,1822305.0,Target_Only
2013.0,2013U54HD012303,1597866.0,Target_Only
2006.0,2006U54HD012303,1992222.0,Target_Only
2001.0,2001U54HD013541,2647062.0,Target_Only
2010.0,2010U54HD018185,652322.0,Target_Only
2012.0,2012U54HD028934,1698659.0,Target_Only
2011.0,2011U54HD028934,1807936.0,Target_Only
2004.0,2004U54HD028934,2121303.0,Target_Only
2002.0,2002U54HD028934,1996184.0,Target_Only
2000.0,2000U54HD028934,1989584.0,Target_Only
2016.0,2016U54HD029990,1237595.0,Target_Only
2007.0,2007U54HD031398,176089.0,Target_Only
2002.0,2002U54HD031398,2833545.0,Target_Only
2000.0,2000U54HD031398,2765010.0,Target_Only
1999.0,1999U54HD031398,0.0,Target_Only
2012.0,2012U54HD034449,1334599.0,Target_Only
2006.0,2006U54HD034449,2495795.0,Target_Only
2005.0,2005U54HD034449,2743555.0,Target_Only
2004.0,2004U54HD034449,2556219.0,Target_Only
2003.0,2003U54HD034449,2799432.0,Target_Only
2002.0,2002U54HD034449,3095904.0,Target_Only
2001.0,2001U54HD034449,2137649.0,Target_Only
2000.0,2000U54HD034449,2348186.0,Target_Only
1999.0,1999U54HD034449,0.0,Target_Only
2007.0,2007U54HD028138,2056123.0,Target_Only
2004.0,2004U54HD028138,1907602.0,Target_Only
2003.0,2003U54HD028138,1952164.0,Target_Only
2002.0,2002U54HD028138,1982843.0,Target_Only
2001.0,2001U54HD028138,1986705.0,Target_Only
2005.0,2005U54HD033994,1961144.0,Target_Only
2009.0,2009U54HD042454,2405462.0,Target_Only
2005.0,2005U54HD042454,3439991.0,Target_Only
2009.0,2009U54HD041857,2064896.0,Target_Only
2013.0,2013U54HD071836,2265643.0,Target_Only
2014.0,2014U54HG003273,22452929.0,Target_Only
2009.0,2009U54DA021519,5136614.0,Target_Only
2010.0,2010R13RR023236,73885.0,Drug
2011.0,2011R13DK092108,16199.0,Target_Only
2011.0,2011UL1RR024986,14236589.0,Drug
2016.0,2016UL1TR000433,10533159.0,Drug
2015.0,2015UL1TR000135,11746178.0,Drug
2014.0,2014UL1TR000371,3032785.0,Drug
2014.0,2014UL1TR000430,4712419.0,Drug
2017.0,2017UL1TR001863,9996134.0,Drug
2019.0,2019UL1TR002240,9363804.0,Drug
2019.0,2019UL1TR002384,7169622.0,Drug
2017.0,2017UL1TR002369,6474657.0,Drug
2010.0,2010UL1RR024148,7124184.0,Target_Only
2011.0,2011UL1RR025005,19241563.0,Target_Only
2011.0,2011UL1RR025761,6378896.0,Target_Only
2011.0,2011UL1RR033176,19261825.0,Target_Only
2011.0,2011UL1RR033179,3976722.0,Target_Only
2010.0,2010UL1DE019587,1196877.0,Target_Only
2015.0,2015UL1TR000124,15891932.0,Target_Only
2014.0,2014UL1TR000124,16251886.0,Target_Only
2012.0,2012UL1TR000124,18037637.0,Target_Only
2014.0,2014UL1TR000001,3629387.0,Target_Only
2014.0,2014UL1TR000127,4545402.0,Target_Only
2016.0,2016UL1TR000427,7345060.0,Target_Only
2015.0,2015UL1TR000427,7557420.0,Target_Only
2015.0,2015UL1TR000040,7480617.0,Target_Only
2013.0,2013UL1TR000128,7703715.0,Target_Only
2016.0,2016UL1TR000423,10861009.0,Target_Only
2017.0,2017UL1TR001108,5559438.0,Target_Only
2017.0,2017UL1TR001079,13880700.0,Target_Only
2014.0,2014UL1TR001079,14625465.0,Target_Only
2020.0,2020UL1TR001863,7916279.0,Target_Only
2019.0,2019UL1TR002319,9044137.0,Target_Only
2019.0,2019ZIABC010547,652474.0,Drug
2018.0,2018ZIABC010547,602934.0,Drug
2018.0,2018ZIABC010627,1032433.0,Drug
2018.0,2018ZIABC011679,509873.0,Drug
2010.0,2010ZIAAG000015,1025473.0,Target_Only
2009.0,2009ZIAAG000015,798235.0,Target_Only
2009.0,2009ZIAAG000675,551044.0,Target_Only
2009.0,2009ZIAAG000799,300198.0,Target_Only
2009.0,2009ZIAAG000965,486022.0,Target_Only
2009.0,2009ZIAAG007270,258867.0,Target_Only
2009.0,2009ZIAAG007380,758113.0,Target_Only
2009.0,2009ZIAAG007420,129433.0,Target_Only
2013.0,2013ZIAES049032,675972.0,Target_Only
2013.0,2013ZIAES049033,814240.0,Target_Only
2010.0,2010ZIAES070065,3917860.0,Target_Only
2010.0,2010ZIAES070076,3019772.0,Target_Only
2010.0,2010ZIAHD000642,5377260.0,Target_Only
2014.0,2014ZIAHL006001,3134172.0,Target_Only
2013.0,2013ZIAHL006001,1760777.0,Target_Only
2012.0,2012ZIAHL006001,1614151.0,Target_Only
2009.0,2009ZIAHL006001,3730610.0,Target_Only
2014.0,2014ZIAHL006002,1143736.0,Target_Only
2013.0,2013ZIAHL006170,313855.0,Target_Only
2014.0,2014ZIAHL006175,857802.0,Target_Only
2014.0,2014ZIAHL006173,857802.0,Target_Only
2010.0,2010ZIAHG000024,2207644.0,Target_Only
2009.0,2009ZIAHG000024,3065586.0,Target_Only
2013.0,2013ZIAHG200325,1615024.0,Target_Only
2012.0,2012ZIAHG200325,1883549.0,Target_Only
2010.0,2010ZIAHG200325,3401210.0,Target_Only
2010.0,2010ZIACP010126,3377772.0,Target_Only
2016.0,2016ZIACP010220,448471.0,Target_Only
2010.0,2010ZIASC010098,704754.0,Target_Only
2016.0,2016ZIABC005562,1223327.0,Target_Only
2010.0,2010ZIABC005562,1432343.0,Target_Only
2018.0,2018ZIABC010453,452200.0,Target_Only
2017.0,2017ZIABC010547,430502.0,Target_Only
2010.0,2010ZIABC010547,384343.0,Target_Only
2019.0,2019ZIABC010655,2997980.0,Target_Only
2019.0,2019ZIADC000046,1368597.0,Target_Only
2019.0,2019ZICSC006537,1617213.0,Drug
2018.0,2018ZICSC006537,1032433.0,Drug
2010.0,2010ZICES102425,1176534.0,Target_Only
2010.0,2010ZICSC006536,576515.0,Target_Only
2010.0,2010ZICSC006537,192170.0,Target_Only
2010.0,2010ZICBC010548,768687.0,Target_Only
2009.0,2009ZICBC011087,1795866.0,Target_Only
2017.0,2017KL2TR001421,450716.0,Drug
2015.0,2015KL2TR000136,1366706.0,Target_Only
2016.0,2016KL2TR000428,1430361.0,Target_Only
2010.0,2010D43TW000668,263244.0,Target_Only
2015.0,2015D43TW009107,247801.0,Target_Only
2014.0,2014R24TW008861,562542.0,Target_Only
2008.0,2008G12RR003032,3174255.0,Target_Only
2016.0,2016G12MD007595,3064537.0,Target_Only
2015.0,2015G12MD007601,2954115.0,Target_Only
2004.0,2004M01RR000032,5986957.0,Target_Only
2004.0,2004M01RR000037,8117799.0,Target_Only
2005.0,2005M01RR000039,3295681.0,Target_Only
2002.0,2002M01RR000084,1706728.0,Target_Only
2009.0,2009M01RR000425,10430150.0,Target_Only
2001.0,2001M01RR001066,6332490.0,Target_Only
2004.0,2004M01RR001271,6069681.0,Target_Only
2001.0,2001M01RR002172,3483252.0,Target_Only
2011.0,2011P51RR000163,16442830.0,Target_Only
2008.0,2008P51RR000163,17326587.0,Target_Only
2000.0,2000P51RR000163,17871223.0,Target_Only
2011.0,2011P51RR000165,13358038.0,Target_Only
2009.0,2009P51RR000167,15501122.0,Target_Only
2007.0,2007P51RR000167,11911276.0,Target_Only
2004.0,2004P51RR000167,15721777.0,Target_Only
2005.0,2005P51RR000167,15140612.0,Target_Only
2003.0,2003P51RR000169,18443485.0,Target_Only
2002.0,2002P51RR000169,17003882.0,Target_Only
2011.0,2011P51RR013986,9371820.0,Target_Only
2016.0,2016P51OD011092,14750327.0,Target_Only
2013.0,2013P51OD011092,14411179.0,Target_Only
2014.0,2014P51OD011132,12208698.0,Target_Only
2014.0,2014P51OD011133,9154148.0,Target_Only
2004.0,2004K01RR000163,177248.0,Target_Only
2009.0,2009K01RR021322,167048.0,Target_Only
2005.0,2005K01AR002170,33404.0,Target_Only
2001.0,2001S10RR015741,1005220.0,Target_Only
2010.0,2010S10RR026377,335391.0,Target_Only
2012.0,2012S10OD010678,388758.0,Target_Only
2004.0,2004C06RR020141,6449690.0,Target_Only
2000.0,2000P60AR044811,2184870.0,Target_Only
2012.0,2012P60DK079637,1957294.0,Target_Only
2008.0,2008R56DK062370,680127.0,Target_Only
2010.0,2010R56AG023629,397854.0,Target_Only
2009.0,2009R56GM073241,384969.0,Target_Only
2008.0,2008R56HD016229,443699.0,Target_Only
2001.0,2001R29CA075016,217111.0,Target_Only
2002.0,2002R29CA079459,233206.0,Target_Only
2001.0,2001R29CA079459,268474.0,Target_Only
1999.0,1999R29HD032588,0.0,Target_Only
2001.0,2001R29HD034808,197023.0,Target_Only
2000.0,2000R29HL056702,214335.0,Target_Only
2002.0,2002K07CA089123,108617.0,Target_Only
2007.0,2007K07CA095666,197220.0,Target_Only
2007.0,2007K07CA116543,176444.0,Target_Only
2015.0,2015K07CA148888,148692.0,Target_Only
2004.0,2004K22CA095011,262452.0,Target_Only
2015.0,2015R37CA090426,406327.0,Target_Only
2013.0,2013R37CA070867,1039382.0,Target_Only
2010.0,2010R37AG021092,552450.0,Target_Only
2001.0,2001R37GM020919,1497384.0,Target_Only
2000.0,2000R37GM037942,589770.0,Target_Only
1999.0,1999R37GM037942,0.0,Target_Only
2020.0,2020R37GM076343,421916.0,Target_Only
2018.0,2018R37GM076343,351287.0,Target_Only
2017.0,2017R37GM076343,367318.0,Target_Only
2016.0,2016R37GM076343,383157.0,Target_Only
2006.0,2006R37HD000072,1094953.0,Target_Only
2003.0,2003R37HD000072,1898459.0,Target_Only
2003.0,2003R37HD008478,559606.0,Target_Only
1999.0,1999R37HD008478,0.0,Target_Only
2006.0,2006R37HD010808,423600.0,Target_Only
2005.0,2005R37HD010808,450634.0,Target_Only
2002.0,2002R37HD017481,569045.0,Target_Only
2001.0,2001R37HD017481,595090.0,Target_Only
2019.0,2019R37HD038691,458657.0,Target_Only
2006.0,2006R37AA006460,451487.0,Target_Only
2016.0,2016K05CA124911,165503.0,Target_Only
2015.0,2015K05CA154337,45382.0,Target_Only
2005.0,2005K05AT001323,424686.0,Target_Only
2010.0,2010RC1CA146849,659002.0,Target_Only
2013.0,2013K99CA166507,156789.0,Target_Only
2013.0,2013K99ES021467,95368.0,Target_Only
2013.0,2013K99HD068130,122060.0,Target_Only
2011.0,2011K99NR012232,111500.0,Target_Only
2016.0,2016UM1CA167552,2532412.0,Target_Only
2017.0,2017UM1CA182883,1122684.0,Target_Only
2016.0,2016UM1CA167551,2457600.0,Target_Only
2016.0,2016UM1CA173640,1039130.0,Target_Only
2013.0,2013UM1CA173640,1127459.0,Target_Only
2016.0,2016UM1CA186107,3214139.0,Target_Only
2016.0,2016UM1CA182910,683864.0,Target_Only
2017.0,2017R00CA166507,249542.0,Target_Only
2015.0,2015R00ES021467,267417.0,Target_Only
2014.0,2014R00HD068130,280146.0,Target_Only
2019.0,2019F99CA234782,43427.0,Target_Only
2000.0,2000N01PC067001,3409996.0,Target_Only
2005.0,2005P42ES004705,6481298.0,Target_Only
2010.0,2010P42ES004940,3485148.0,Target_Only
2016.0,2016P42ES007381,2487250.0,Target_Only
2009.0,2009P42ES007381,5063569.0,Target_Only
2018.0,2018P42ES010337,2465449.0,Target_Only
2016.0,2016P42ES013648,2323607.0,Target_Only
2014.0,2014P42ES013648,2436012.0,Target_Only
2002.0,2002Z01ES070060,0.0,Target_Only
2007.0,2007Z01ES070065,4221698.0,Target_Only
2003.0,2003Z01ES070065,0.0,Target_Only
2000.0,2000Z01HD000195,0.0,Target_Only
2001.0,2001Z01HD000615,0.0,Target_Only
2005.0,2005Z01HD000631,0.0,Target_Only
2006.0,2006Z01HD000642,0.0,Target_Only
2004.0,2004Z01HD000642,0.0,Target_Only
2001.0,2001Z01HD000618,0.0,Target_Only
2006.0,2006Z01HD008726,0.0,Target_Only
2008.0,2008Z01HG000024,2794302.0,Target_Only
2006.0,2006Z01HG200331,0.0,Target_Only
2008.0,2008Z01HG200338,1253315.0,Target_Only
2008.0,2008Z01CP010126,6251312.0,Target_Only
2007.0,2007Z01CP010152,1339071.0,Target_Only
2008.0,2008Z01CP010180,1666035.0,Target_Only
2007.0,2007Z01SC010098,1066465.0,Target_Only
2007.0,2007Z01BC010453,521745.0,Target_Only
2004.0,2004Z01BC010453,0.0,Target_Only
2013.0,2013R15ES019137,523008.0,Target_Only
2010.0,2010R15HD066302,467275.0,Target_Only
2020.0,2020R35ES028379,716235.0,Target_Only
2020.0,2020R35GM118145,637631.0,Target_Only
2019.0,2019R35GM118145,653367.0,Target_Only
2018.0,2018R35GM118145,677264.0,Target_Only
2016.0,2016R35GM118145,503890.0,Target_Only
2017.0,2017P41GM103399,1390118.0,Target_Only
2018.0,2018P41GM103393,4350859.0,Target_Only
2017.0,2017P41GM103393,3618134.0,Target_Only
2014.0,2014P41GM103393,2601699.0,Target_Only
2014.0,2014F32GM103069,59946.0,Target_Only
2004.0,2004K02HD001367,174035.0,Target_Only
2011.0,2011RL1HD058294,824624.0,Target_Only
2010.0,2010RL1HD058295,568428.0,Target_Only
2009.0,2009RL1MH083268,722384.0,Target_Only
2006.0,2006T35HL007491,280480.0,Target_Only
2016.0,2016T35OD011145,67911.0,Target_Only
2010.0,2010RC2HL102419,20254514.0,Target_Only
2004.0,2004F31MH065114,42673.0,Target_Only
2003.0,2003F31MH065114,49927.0,Target_Only
2016.0,2016U41HG003345,547267.0,Target_Only
2010.0,2010ZIDSC007202,952272.0,Target_Only
2011.0,2011PL1EB008542,582788.0,Target_Only
2009.0,2009PL1EB008542,619958.0,Target_Only
2013.0,2013TL1TR000422,633950.0,Target_Only
2013.0,2013U42OD010426,415862.0,Target_Only
